Camp,Country,Longitude,Latitude,DatePublished,Source,URL,Individuals,Households,Male_0_4,Male_5_11,Male_12_17,Male_60,Female_0_4,Female_5_11,Female_12_17,Female_18_59,Female_60,Eritrean,Ethiopian,Somali,Sudanese,Ugandan
Helawein,Ethiopia,41.8622,4.369878,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,25563,6114,3472,3880,1418,291,3377,3837,1312,4859,282,,,,,
Buramino,Ethiopia,41.937319,4.311683,12/27/2011,Dollo Ado Populations Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=689.pdf&name=Dollo%20Ado%20Population%20Statistics%202011%2012%2027.pdf,3549,795,505,566,164,28,488,519,216,676,44,,,,,
Melkadida,Ethiopia,41.703053,4.523053,7/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=87.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Jul%202011.xls,39275,9724,5351,7657,3366,128,5183,7277,5565,3172,189,,,,,
Kobe,Ethiopia,41.7469,4.481,7/27/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=87.xls&name=Dollo%20Ado%20Population%20Statistics_27%20Jul%202011.xls,24934,5504,3289,4952,2449,132,3116,4475,3671,1672,102,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,7/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=89.xls&name=Dollo%20Ado%20Population%20Statistics_28%20Jul%202011.xls,37193,9305,4299,6099,2447,389,4330,5853,2112,7302,375,,,,,
Melkadida,Ethiopia,41.703053,4.523053,7/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=89.xls&name=Dollo%20Ado%20Population%20Statistics_28%20Jul%202011.xls,39275,9724,5351,7657,3366,128,5183,7277,5565,3172,189,,,,,
Kobe,Ethiopia,41.7469,4.481,7/28/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=89.xls&name=Dollo%20Ado%20Population%20Statistics_28%20Jul%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,7/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=88.xls&name=Dollo%20Ado%20Population%20Statistics_29%20Jul%202011.xls,37214,9305,4314,6099,2447,389,4336,5853,2112,7302,375,,,,,
Melkadida,Ethiopia,41.703053,4.523053,7/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=88.xls&name=Dollo%20Ado%20Population%20Statistics_29%20Jul%202011.xls,39422,9724,5438,7657,3366,128,5243,7277,5565,3172,189,,,,,
Kobe,Ethiopia,41.7469,4.481,7/29/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=88.xls&name=Dollo%20Ado%20Population%20Statistics_29%20Jul%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,7/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=90.xls&name=Dollo%20Ado%20Population%20Statistics_30%20Jul%202011.xls,37292,9305,4360,6099,2447,389,4368,5853,2112,7302,375,,,,,
Melkadida,Ethiopia,41.703053,4.523053,7/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=90.xls&name=Dollo%20Ado%20Population%20Statistics_30%20Jul%202011.xls,39501,9724,5480,7657,3366,128,5280,7277,5565,3172,189,,,,,
Kobe,Ethiopia,41.7469,4.481,7/30/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=90.xls&name=Dollo%20Ado%20Population%20Statistics_30%20Jul%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=91.xls&name=Dollo%20Ado%20Population%20Statistics_01%20Aug%202011.xls,37292,9305,4360,6099,2447,389,4368,5853,2112,7302,375,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=91.xls&name=Dollo%20Ado%20Population%20Statistics_01%20Aug%202011.xls,39501,9724,5480,7657,3366,128,5280,7277,5565,3172,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/1/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=91.xls&name=Dollo%20Ado%20Population%20Statistics_01%20Aug%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=92.xls&name=Dollo%20Ado%20Population%20Statistics_02%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=92.xls&name=Dollo%20Ado%20Population%20Statistics_02%20Aug%202011.xls,39501,9724,5480,7657,3366,128,5280,7277,5565,3172,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/2/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=92.xls&name=Dollo%20Ado%20Population%20Statistics_02%20Aug%202011.xls,24956,5510,3283,4966,2453,131,3117,4490,3678,1675,103,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/5/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=94.xls&name=Dollo%20Ado%20Population%20Statistics_05%20Aug%202011.xls,1122,235,158,171,63,22,123,168,64,217,12,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/7/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=95.xls&name=Dollo%20Ado%20Population%20Statistics_07%20Aug%202011.xls,2011,442,272,327,125,31,210,309,119,372,19,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/8/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=187.xls&name=Dollo%20Ado%20Population%20Statistics_08%20Aug%202011.xls,2922,695,373,500,236,31,326,471,333,395,19,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,25268,5649,3301,4998,2473,145,3153,4534,3687,1732,109,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/9/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=188.xls&name=Dollo%20Ado%20Population%20Statistics_09%20Aug%202011.xls,4077,890,507,793,356,31,483,710,524,402,19,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/10/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=189.xls&name=Dollo%20Ado%20Population%20Statistics_10%20Aug%202011.xls,5238,1142,666,1055,486,31,614,947,739,417,19,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kobe,Ethiopia,41.7469,4.481,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,25284,5661,3301,4998,2481,145,3153,4534,3695,1732,109,,,,,
Helawein,Ethiopia,41.8622,4.369878,8/12/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=190.xls&name=Dollo%20Ado%20Population%20Statistics_12%20Aug%202011_1.xls,7352,1617,942,1518,730,31,848,1378,1147,443,19,,,,,
Bokolmanyo,Ethiopia,41.53275,4.546786,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,37423,9386,4370,6121,2491,389,4378,5870,2133,7305,374,,,,,
Melkadida,Ethiopia,41.703053,4.523053,8/13/2011,Dollo Ado Population Statistical Report,http://data.unhcr.org/horn-of-africa/download.php?id=191.xls&name=Dollo%20Ado%20Population%20Statistics_13%20Aug%202011.xls,39601,9792,5483,7667,3417,128,5283,7292,5578,3174,189,,,,,
Kambioos,Kenya,40.393056,-0.044167,10/11/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=485.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%2011th%20Oct%202011%20Ext.pdf",9400,2029,1240,1552,612,105,1165,1324,437,1654,149,,40,9360,,
Dagahaley,Kenya,40.2881,0.191389,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",125958,36852,12970,17451,8352,2001,12797,16374,7327,25732,2195,53,5047,120784,71,3
Hagadera,Kenya,40.35,0.001111,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",141475,44472,13424,16871,10136,2363,12761,15842,8274,30792,2484,,3647,137818,2,4
Ifo,Kenya,40.3131,0.108611,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",122321,40528,11268,14548,8399,2201,11043,13867,7085,26450,2317,5,8710,112404,926,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",25343,6075,3415,3851,1544,368,3296,3494,1154,4577,380,,136,25207,,
Kambioos,Kenya,40.393056,-0.044167,10/9/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=465.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%20Ext%209th%20Oct%202011.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,
Dagahaley,Kenya,40.2881,0.191389,10/7/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=458.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%207th%20Oct%202011%20Ext.pdf",126111,36982,12983,17465,8358,2000,12815,16402,7328,25772,2200,53,5049,120935,71,3
Hagadera,Kenya,40.35,0.001111,10/7/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=458.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%207th%20Oct%202011%20Ext.pdf",141014,44328,13356,16799,10119,2355,12720,15777,8256,30709,2478,,3648,137356,2,4
Ifo,Kenya,40.3131,0.108611,10/7/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=458.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%207th%20Oct%202011%20Ext.pdf",121985,40441,11221,14506,8380,2197,11004,13816,7072,26402,2312,5,8722,112056,926,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/7/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=458.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%207th%20Oct%202011%20Ext.pdf",24831,5922,3345,3790,1523,362,3231,3425,1133,4476,366,,136,24831,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/7/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=458.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%207th%20Oct%202011%20Ext.pdf",36798,9235,5072,5422,2039,537,4719,4889,1585,6896,622,,439,36358,,
Kambioos,Kenya,40.393056,-0.044167,10/7/2011,Dadaab Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=458.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%207th%20Oct%202011%20Ext.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,
Dagahaley,Kenya,40.2881,0.191389,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",126806,37055,13068,17584,8404,2006,12908,16499,7369,25894,2208,53,5049,121630,71,3
Hagadera,Kenya,40.35,0.001111,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",140852,44259,13335,16782,10099,2353,12695,15760,8252,30671,2476,,3643,137139,2,4
Ifo,Kenya,40.3131,0.108611,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",122203,40487,11252,14533,8392,2198,11034,13849,7082,26442,2313,5,8729,112268,925,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",23782,5676,3207,3621,1459,348,3095,3272,1074,4298,352,,127,23655,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",36735,9214,5065,5417,2036,536,4706,4881,1585,6882,621,,439,36295,1,
Kambioos,Kenya,40.393056,-0.044167,10/6/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=453.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%206th%20Oct%202011%20Ext.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,
Dagahaley,Kenya,40.2881,0.191389,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",126540,36983,13025,17553,8389,2003,12849,16470,7362,25856,2204,53,5043,121370,71,3
Hagadera,Kenya,40.35,0.001111,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",140455,44130,13273,16736,10080,2347,12645,15706,8238,30598,2468,,3643,136802,2,4
Ifo,Kenya,40.3131,0.108611,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",122022,40411,11224,14523,8380,2191,11006,13837,7073,26401,2305,5,8731,112085,925,62
Ifo Ref. Camp Ext (A),Kenya,40.318247,0.147133,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",23778,5676,3204,3621,1459,348,3094,3272,1074,4298,352,,127,23651,,
Ifo Ref.Camp Ext (B),Kenya,40.312022,0.132378,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",36735,9214,5065,5417,2036,536,4706,4881,1585,6882,621,,439,36295,,
Kambioos,Kenya,40.393056,-0.044167,10/5/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=440.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%205th%20Oct%202011%20Ext.pdf",8258,1787,1083,1366,555,93,1003,1155,394,1442,135,,39,8219,,
Dagahaley,Kenya,40.2881,0.191389,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",126923,37094,13011,17639,8414,2004,12874,16533,7390,25949,2214,53,5047,121749,71,3
Hagadera,Kenya,40.35,0.001111,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",140128,44016,13233,16697,10059,2344,12608,15662,8222,30531,2462,,3631,136487,2,4
Ifo,Kenya,40.3131,0.108611,10/4/2011,Dadaab Camp Population Statistics,"http://data.unhcr.org/horn-of-africa/download.php?id=436.pdf&name=REG_H%2004%20Camp%20Population%20by%20CoO,%20Sex,%20Age%20Group%20(Final)%204th%20Oct%202011%20Ext.pdf",121905,40369,11207,14513,8375,2191,11012,13820,7064,26381,2297,5,8720,111979,925,62
